"artist";"title";"day";"hour"
"Tina Turner";"The Best";"2020-03-28";"03:39"
"Gavin James Feat. Philipp";"Always";"2020-03-28";"03:36"
"Jimmy Cliff";"I Can See Clearly Now";"2020-03-28";"03:33"
"Tracy Chapman";"Talkin' Bout Revolution";"2020-03-28";"03:27"
"Bruno Mars";"The Lazy Song";"2020-03-28";"03:23"
"Lionel Richie";"All Night Long (All Night)";"2020-03-28";"03:15"
"Ed Sheeran";"Perfect";"2020-03-28";"03:12"
"Alain Souchon";"L'amour A La Machine";"2020-03-28";"03:09"
"Justin Timberlake";"Rock Your Body";"2020-03-28";"02:52"
"Bonnie Tyler";"Total Eclipse Of The Heart";"2020-03-28";"02:48"
"Alicia Keys";"Fallin'";"2020-03-28";"02:42"
"Les Frangines";"Ensemble";"2020-03-28";"02:38"
"Take That";"Back For Good";"2020-03-28";"02:34"
"Billy Paul";"Your Song";"2020-03-28";"02:26"
"Adele";"Set Fire To The Rain";"2020-03-28";"02:22"
"Roch Voisine";"Helene";"2020-03-28";"02:14"
"U2";"One";"2020-03-28";"02:06"
"Daniel Balavoine";"Vivre Ou Survivre";"2020-03-28";"02:00"
"Shaed & Zayn";"Trampoline";"2020-03-28";"01:56"
"Toni Braxton";"Unbreak My Heart";"2020-03-28";"01:52"
"Vitaa & Slimane";"Ca Va Ca Vient";"2020-03-28";"01:48"
"Phil Collins";"Another Day In Paradise";"2020-03-28";"01:44"
"Mariah Carey";"Hero";"2020-03-28";"01:36"
"Gerald De Palmas";"Une Seule Vie";"2020-03-28";"01:33"
"France Gall";"Ella Elle L'a";"2020-03-28";"01:25"
"Lewis Capaldi";"Someone You Loved";"2020-03-28";"01:21"
"Billy Joel";"Uptown Girl";"2020-03-28";"01:18"
"Kyo";"Derniere Danse";"2020-03-28";"01:11"
"Madonna";"Like A Prayer";"2020-03-28";"01:06"
"Tlc";"No Scrubs";"2020-03-28";"00:59"
"Laura Pausini";"La Solitudine";"2020-03-28";"00:52"
"Pascal Obispo";"Fan";"2020-03-28";"00:48"
"Eros Ramazzotti";"Se Bastasse Una Canzone";"2020-03-28";"00:39"
"Angele Feat Romeo Elvis";"Tout Oublier";"2020-03-28";"00:37"
"Sixpence None The Richer";"Kiss Me";"2020-03-28";"00:33"
"Fredericks Goldman Jones";"A Nos Actes Manques";"2020-03-28";"00:26"
"Amy Winehouse";"Rehab";"2020-03-28";"00:21"
"Alphaville";"Forever Young";"2020-03-28";"00:14"
"Les Frangines";"Donnez-Moi";"2020-03-28";"00:10"
"Neneh Cherry";"7 Seconds";"2020-03-28";"00:06"
